Title,Code,Type,2019EmpNum,2029EmpProjNum,ChgNum,ChgPct,PctSelfEmp, AnnAvgOpens ,MedWage,Education,Experience,Training
Camera and photographic equipment repairers,49-9061,Line item,4.20,4.30,0.10,2.60,11.20,0.40,38880.00,High school diploma or equivalent,None,Long-term on-the-job training
Medical equipment repairers,49-9062,Line item,53.90,56.70,2.80,5.10,12.50,5.40,49280.00,Associate's degree,None,Moderate-term on-the-job training
Musical instrument repairers and tuners,49-9063,Line item,8.90,8.30,-0.60,-7.10,13.30,0.70,36650.00,High school diploma or equivalent,None,Apprenticeship
Watch and clock repairers,49-9064,Line item,3.20,2.10,-1.00,-32.30,13.30,0.10,42520.00,High school diploma or equivalent,None,Long-term on-the-job training
"Precision instrument and equipment repairers, all other",49-9069,Line item,12.20,12.60,0.40,3.30,9.90,1.20,58720.00,High school diploma or equivalent,None,Long-term on-the-job training
"Maintenance and repair workers, general",49-9071,Line item,1516.40,1579.40,63.00,4.20,0.40,139.40,39080.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Wind turbine service technicians,49-9081,Line item,7.00,11.30,4.30,60.70,13.90,1.30,52910.00,Postsecondary nondegree award,None,Long-term on-the-job training
"Miscellaneous installation, maintenance, and repair workers",49-9090,Summary,383.80,391.20,7.30,1.90,9.00,40.40,37250.00,—,—,—
"Coin, vending, and amusement machine servicers and repairers",49-9091,Line item,37.00,36.30,-0.80,-2.00,13.70,3.90,35420.00,High school diploma or equivalent,None,Short-term on-the-job training
Commercial divers,49-9092,Line item,4.00,4.20,0.20,4.70,13.80,0.40,49980.00,Postsecondary nondegree award,None,Moderate-term on-the-job training
Locksmiths and safe repairers,49-9094,Line item,21.10,19.50,-1.60,-7.50,16.70,1.70,41940.00,High school diploma or equivalent,None,Long-term on-the-job training
Manufactured building and mobile home installers,49-9095,Line item,2.90,2.20,-0.60,-22.30,2.20,0.10,33890.00,High school diploma or equivalent,None,Short-term on-the-job training
Riggers,49-9096,Line item,23.50,24.60,1.10,4.60,1.20,2.10,50860.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Signal and track switch repairers,49-9097,Line item,6.60,6.50,0.00,-0.70,13.60,0.60,73890.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Helpers--installation, maintenance, and repair workers",49-9098,Line item,101.10,105.50,4.40,4.40,—,13.00,30530.00,High school diploma or equivalent,None,Short-term on-the-job training
"Installation, maintenance, and repair workers, all other",49-9099,Line item,187.70,192.40,4.70,2.50,12.80,18.50,39830.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Production occupations,51-0000,Summary,9447.00,9023.80,-423.20,-4.50,2.20,886.30,36000.00,—,—,—
Supervisors of production workers,51-1000,Summary,648.90,646.90,-2.00,-0.30,1.90,56.90,61310.00,—,—,—
First-line supervisors of production and operating workers,51-1011,Line item,648.90,646.90,-2.00,-0.30,1.90,56.90,61310.00,High school diploma or equivalent,Less than 5 years,None
Assemblers and fabricators,51-2000,Summary,1883.70,1679.40,-204.30,-10.80,0.70,156.30,33710.00,—,—,—
"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,Line item,43.90,36.30,-7.60,-17.40,—,2.60,54210.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Electrical, electronics, and electromechanical assemblers",51-2020,Summary,304.60,306.40,1.80,0.60,—,29.80,34880.00,—,—,—
"Coil winders, tapers, and finishers",51-2021,Line item,13.00,10.50,-2.40,-18.70,—,0.90,36520.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",51-2028,Line item,291.70,295.90,4.20,1.40,—,28.90,34810.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Engine and other machine assemblers,51-2031,Line item,45.90,39.00,-7.00,-15.20,—,3.20,45660.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Structural metal fabricators and fitters,51-2041,Line item,78.50,66.00,-12.50,-16.00,1.30,5.60,40390.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Fiberglass laminators and fabricators,51-2051,Line item,20.40,19.30,-1.10,-5.30,0.80,1.90,35480.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Timing device assemblers and adjusters,51-2061,Line item,1.30,1.00,-0.30,-22.30,—,0.10,35080.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous assemblers and fabricators,51-2090,Line item,1389.10,1211.50,-177.60,-12.80,0.80,113.20,32350.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Food processing workers,51-3000,Summary,832.80,853.00,20.20,2.40,2.00,98.10,29320.00,—,—,—
Bakers,51-3011,Line item,199.30,209.90,10.60,5.30,6.10,26.00,27700.00,No formal educational credential,None,Long-term on-the-job training
"Butchers and other meat, poultry, and fish processing workers",51-3020,Summary,374.30,381.90,7.60,2.00,0.30,40.80,29520.00,—,—,—
Butchers and meat cutters,51-3021,Line item,137.50,139.80,2.30,1.70,0.30,14.90,32500.00,No formal educational credential,None,Long-term on-the-job training
"Meat, poultry, and fish cutters and trimmers",51-3022,Line item,161.80,164.50,2.70,1.70,0.30,17.50,28100.00,No formal educational credential,None,Short-term on-the-job training
Slaughterers and meat packers,51-3023,Line item,75.00,77.50,2.50,3.30,0.30,8.30,29230.00,No formal educational credential,None,Short-term on-the-job training
Miscellaneous food processing workers,51-3090,Summary,259.20,261.30,2.10,0.80,1.40,31.30,30200.00,—,—,—
"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,Line item,22.10,21.90,-0.20,-0.80,5.80,2.40,31590.00,No formal educational credential,None,Moderate-term on-the-job training
Food batchmakers,51-3092,Line item,162.50,164.70,2.10,1.30,0.60,20.10,30790.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Food cooking machine operators and tenders,51-3093,Line item,30.40,30.60,0.20,0.50,—,4.80,31110.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Food processing workers, all other",51-3099,Line item,44.20,44.10,-0.10,-0.10,2.90,4.00,27550.00,No formal educational credential,None,Moderate-term on-the-job training
Metal workers and plastic workers,51-4000,Summary,1871.20,1823.20,-48.00,-2.60,1.80,165.80,39430.00,—,—,—
"Forming machine setters, operators, and tenders, metal and plastic",51-4020,Summary,126.40,111.10,-15.30,-12.10,—,10.00,37690.00,—,—,—
"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,Line item,77.40,69.20,-8.20,-10.50,—,6.80,36320.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Forging machine setters, operators, and tenders, metal and plastic",51-4022,Line item,16.40,13.00,-3.50,-21.10,—,0.90,39670.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Rolling machine setters, operators, and tenders, metal and plastic",51-4023,Line item,32.60,28.90,-3.70,-11.30,—,2.30,40490.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Machine tool cutting setters, operators, and tenders, metal and plastic",51-4030,Summary,331.30,300.20,-31.10,-9.40,0.20,26.70,36480.00,—,—,—
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,Line item,195.70,179.40,-16.30,-8.30,—,16.00,35610.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,Line item,11.20,9.10,-2.10,-19.00,1.90,0.70,38910.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,Line item,77.10,70.80,-6.30,-8.20,—,6.80,36100.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,Line item,28.20,25.30,-2.90,-10.10,—,2.00,40100.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,Line item,19.20,15.60,-3.60,-18.60,1.90,1.20,43210.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Machinists,51-4041,Line item,388.10,404.40,16.30,4.20,0.80,38.00,44420.00,High school diploma or equivalent,None,Long-term on-the-job training
"Metal furnace operators, tenders, pourers, and casters",51-4050,Summary,25.10,24.40,-0.70,-2.80,—,2.00,40890.00,—,—,—
Metal-refining furnace operators and tenders,51-4051,Line item,17.10,17.10,0.00,0.00,—,1.40,42250.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Pourers and casters, metal",51-4052,Line item,8.00,7.30,-0.70,-8.60,—,0.60,38620.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Model makers and patternmakers, metal and plastic",51-4060,Summary,7.50,6.90,-0.60,-8.30,1.90,0.60,52200.00,—,—,—
"Model makers, metal and plastic",51-4061,Line item,4.40,4.10,-0.40,-8.20,1.90,0.30,57020.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Patternmakers, metal and plastic",51-4062,Line item,3.10,2.80,-0.30,-8.40,1.90,0.20,46910.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Molders and molding machine setters, operators, and tenders, metal and plastic",51-4070,Summary,191.00,173.20,-17.70,-9.30,—,14.00,32470.00,—,—,—
Foundry mold and coremakers,51-4071,Line item,17.60,16.50,-1.00,-5.80,—,1.40,35590.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072,Line item,173.40,156.70,-16.70,-9.60,—,12.60,32130.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081,Line item,150.50,153.60,3.10,2.10,1.90,14.00,36330.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Tool and die makers,51-4111,Line item,72.50,68.60,-3.90,-5.40,2.00,6.00,53920.00,Postsecondary nondegree award,None,Long-term on-the-job training
"Welding, soldering, and brazing workers",51-4120,Summary,476.10,487.20,11.10,2.30,5.10,46.60,42100.00,—,—,—
"Welders, cutters, solderers, and brazers",51-4121,Line item,438.90,452.50,13.60,3.10,5.10,43.40,42490.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122,Line item,37.20,34.70,-2.50,-6.80,5.20,3.10,38310.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous metal workers and plastic workers,51-4190,Summary,102.60,93.50,-9.10,-8.90,1.60,7.90,36050.00,—,—,—
"Heat treating equipment setters, operators, and tenders, metal and plastic",51-4191,Line item,20.10,18.00,-2.10,-10.30,1.90,1.50,38250.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Layout workers, metal and plastic",51-4192,Line item,8.50,7.60,-0.90,-10.20,1.60,0.60,49940.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Plating machine setters, operators, and tenders, metal and plastic",51-4193,Line item,42.10,38.40,-3.70,-8.80,—,3.00,33500.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Tool grinders, filers, and sharpeners",51-4194,Line item,7.10,6.80,-0.30,-4.80,8.80,0.80,39330.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Metal workers and plastic workers, all other",51-4199,Line item,24.90,22.70,-2.10,-8.60,1.80,1.90,34830.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Printing workers,51-5100,Summary,256.80,219.70,-37.10,-14.40,3.20,20.80,36610.00,—,—,—
Prepress technicians and workers,51-5111,Line item,30.20,24.00,-6.30,-20.70,—,2.50,40510.00,Postsecondary nondegree award,None,None
Printing press operators,51-5112,Line item,181.40,157.20,-24.20,-13.30,4.50,14.10,36910.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Print binding and finishing workers,51-5113,Line item,45.20,38.50,-6.70,-14.80,—,4.30,33040.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile, apparel, and furnishings workers",51-6000,Summary,617.80,580.40,-37.40,-6.10,7.80,61.30,26370.00,—,—,—
Laundry and dry-cleaning workers,51-6011,Line item,215.20,215.60,0.50,0.20,1.70,25.60,24220.00,No formal educational credential,None,Short-term on-the-job training
"Pressers, textile, garment, and related materials",51-6021,Line item,38.30,31.10,-7.20,-18.90,—,2.90,24190.00,No formal educational credential,None,Short-term on-the-job training
Sewing machine operators,51-6031,Line item,146.50,132.80,-13.70,-9.30,9.50,12.70,26420.00,No formal educational credential,None,Short-term on-the-job training
Shoe and leather workers,51-6040,Summary,16.20,14.30,-1.90,-11.70,13.90,1.50,29830.00,—,—,—
Shoe and leather workers and repairers,51-6041,Line item,10.80,9.70,-1.10,-10.30,19.00,1.00,29560.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Shoe machine operators and tenders,51-6042,Line item,5.30,4.60,-0.80,-14.50,3.60,0.50,30570.00,High school diploma or equivalent,None,Short-term on-the-job training
"Tailors, dressmakers, and sewers",51-6050,Summary,44.80,42.60,-2.20,-4.90,36.90,5.10,31230.00,—,—,—
"Sewers, hand",51-6051,Line item,7.50,6.90,-0.60,-7.90,36.70,0.80,29950.00,No formal educational credential,None,Moderate-term on-the-job training
"Tailors, dressmakers, and custom sewers",51-6052,Line item,37.30,35.70,-1.60,-4.30,37.00,4.30,31520.00,No formal educational credential,None,Moderate-term on-the-job training
"Textile machine setters, operators, and tenders",51-6060,Summary,78.00,69.30,-8.60,-11.10,5.20,6.30,29640.00,—,—,—
Textile bleaching and dyeing machine operators and tenders,51-6061,Line item,9.00,7.90,-1.10,-11.90,3.70,0.90,29460.00,High school diploma or equivalent,None,Short-term on-the-job training
"Textile cutting machine setters, operators, and tenders",51-6062,Line item,13.10,11.80,-1.40,-10.50,—,0.90,28730.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile knitting and weaving machine setters, operators, and tenders",51-6063,Line item,24.80,21.60,-3.20,-12.80,15.10,2.40,29980.00,High school diploma or equivalent,None,Short-term on-the-job training
"Textile winding, twisting, and drawing out machine setters, operators, and tenders",51-6064,Line item,31.00,28.00,-3.00,-9.70,—,2.20,29790.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Miscellaneous textile, apparel, and furnishings workers",51-6090,Summary,79.00,74.70,-4.20,-5.30,9.40,7.20,33830.00,—,—,—
"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",51-6091,Line item,19.00,17.80,-1.20,-6.40,3.60,2.00,36110.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Fabric and apparel patternmakers,51-6092,Line item,6.00,5.40,-0.70,-11.40,3.70,0.60,45070.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Upholsterers,51-6093,Line item,35.20,33.90,-1.40,-4.00,16.60,2.50,35130.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile, apparel, and furnishings workers, all other",51-6099,Line item,18.70,17.80,-0.90,-4.90,3.60,2.00,27970.00,High school diploma or equivalent,None,Short-term on-the-job training
Woodworkers,51-7000,Summary,277.20,267.10,-10.20,-3.70,8.30,26.70,32760.00,—,—,—
Cabinetmakers and bench carpenters,51-7011,Line item,112.20,108.90,-3.30,-2.90,11.20,9.30,35790.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Furniture finishers,51-7021,Line item,17.40,16.70,-0.60,-3.70,6.50,1.70,32480.00,High school diploma or equivalent,None,Short-term on-the-job training
"Model makers and patternmakers, wood",51-7030,Summary,2.10,2.10,0.00,-1.70,42.90,0.20,61130.00,—,—,—
"Model makers, wood",51-7031,Line item,1.40,1.40,0.00,-0.20,43.00,0.10,59260.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Patternmakers, wood",51-7032,Line item,0.70,0.60,0.00,-4.70,42.80,0.10,64880.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworking machine setters, operators, and tenders",51-7040,Summary,133.80,128.20,-5.60,-4.20,2.60,14.40,30760.00,—,—,—
"Sawing machine setters, operators, and tenders, wood",51-7041,Line item,54.50,50.80,-3.80,-6.90,6.30,5.00,30410.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworking machine setters, operators, and tenders, except sawing",51-7042,Line item,79.30,77.40,-1.90,-2.40,0.10,9.30,30990.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworkers, all other",51-7099,Line item,11.70,11.10,-0.50,-4.60,41.90,1.10,33110.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Plant and system operators,51-8000,Summary,311.00,296.40,-14.60,-4.70,—,24.80,60330.00,—,—,—
"Power plant operators, distributors, and dispatchers",51-8010,Summary,51.70,43.70,-8.10,-15.60,—,3.10,85950.00,—,—,—
Nuclear power reactor operators,51-8011,Line item,5.30,3.40,-1.90,-35.70,—,0.20,100530.00,High school diploma or equivalent,None,Long-term on-the-job training
Power distributors and dispatchers,51-8012,Line item,11.20,10.30,-0.90,-7.70,—,0.80,90700.00,High school diploma or equivalent,None,Long-term on-the-job training
Power plant operators,51-8013,Line item,35.30,30.00,-5.30,-15.10,—,2.10,81990.00,High school diploma or equivalent,None,Long-term on-the-job training
Stationary engineers and boiler operators,51-8021,Line item,34.40,35.10,0.80,2.20,—,3.50,62150.00,High school diploma or equivalent,None,Long-term on-the-job training
Water and wastewater treatment plant and system operators,51-8031,Line item,126.40,121.00,-5.40,-4.20,—,9.20,47760.00,High school diploma or equivalent,None,Long-term on-the-job training
Miscellaneous plant and system operators,51-8090,Summary,98.50,96.50,-1.90,-2.00,—,8.90,67890.00,—,—,—
Chemical plant and system operators,51-8091,Line item,29.20,28.30,-0.90,-3.10,—,2.60,62550.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Gas plant operators,51-8092,Line item,14.70,13.90,-0.80,-5.60,—,1.30,70710.00,High school diploma or equivalent,None,Long-term on-the-job training
"Petroleum pump system operators, refinery operators, and gaugers",51-8093,Line item,41.30,41.10,-0.20,-0.50,—,3.80,74180.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Plant and system operators, all other",51-8099,Line item,13.20,13.20,0.00,0.00,—,1.20,58390.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Other production occupations,51-9000,Summary,2747.50,2657.70,-89.80,-3.30,2.00,275.70,35580.00,—,—,—
"Chemical processing machine setters, operators, and tenders",51-9010,Summary,141.60,144.90,3.30,2.40,0.30,14.10,46220.00,—,—,—
Chemical equipment operators and tenders,51-9011,Line item,88.50,90.00,1.50,1.70,0.30,8.70,49130.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",51-9012,Line item,53.10,54.90,1.90,3.50,0.30,5.40,41330.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Crushing, grinding, polishing, mixing, and blending workers",51-9020,Summary,192.30,186.20,-6.10,-3.20,0.10,18.70,36640.00,—,—,—
"Crushing, grinding, and polishing machine setters, operators, and tenders",51-9021,Line item,35.30,33.30,-2.00,-5.70,—,3.30,37560.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Grinding and polishing workers, hand",51-9022,Line item,29.00,23.40,-5.60,-19.50,—,2.10,30600.00,No formal educational credential,None,Moderate-term on-the-job training
"Mixing and blending machine setters, operators, and tenders",51-9023,Line item,128.00,129.50,1.60,1.20,0.10,13.30,37780.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Cutting workers,51-9030,Summary,69.70,63.90,-5.80,-8.30,2.00,6.30,34810.00,—,—,—
"Cutters and trimmers, hand",51-9031,Line item,9.80,6.90,-2.90,-29.90,2.00,0.60,30200.00,No formal educational credential,None,Short-term on-the-job training
"Cutting and slicing machine setters, operators, and tenders",51-9032,Line item,59.80,57.00,-2.90,-4.80,2.00,5.70,35600.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,Line item,72.40,70.10,-2.30,-3.10,—,6.80,35480.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,Line item,21.60,21.50,-0.20,-0.70,12.10,1.90,40090.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Inspectors, testers, sorters, samplers, and weighers",51-9061,Line item,590.10,489.60,-100.40,-17.00,1.60,48.30,39140.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Jewelers and precious stone and metal workers,51-9071,Line item,35.10,31.60,-3.50,-10.00,34.10,3.60,40870.00,High school diploma or equivalent,None,Long-term on-the-job training
Dental and ophthalmic laboratory technicians and medical appliance technicians,51-9080,Summary,81.20,88.60,7.40,9.10,2.90,10.30,37370.00,—,—,—
Dental laboratory technicians,51-9081,Line item,36.20,39.60,3.40,9.40,2.90,4.60,41340.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Medical appliance technicians,51-9082,Line item,14.80,16.50,1.70,11.50,2.90,1.90,40690.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Ophthalmic laboratory technicians,51-9083,Line item,30.20,32.50,2.30,7.60,3.00,3.70,32620.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Packaging and filling machine operators and tenders,51-9111,Line item,392.10,397.60,5.50,1.40,0.10,40.60,30990.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Painting workers,51-9120,Summary,164.20,166.70,2.50,1.50,2.50,15.70,37770.00,—,—,—
"Painting, coating, and decorating workers",51-9123,Line item,12.80,12.70,-0.10,-0.50,2.50,1.20,32950.00,No formal educational credential,None,Moderate-term on-the-job training
"Coating, painting, and spraying machine setters, operators, and tenders",51-9124,Line item,151.40,153.90,2.60,1.70,2.50,14.50,38150.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Semiconductor processing technicians,51-9141,Line item,30.80,31.00,0.20,0.70,3.80,3.10,38060.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Photographic process workers and processing machine operators,51-9151,Line item,12.30,9.90,-2.40,-19.40,5.00,1.30,32280.00,High school diploma or equivalent,None,Short-term on-the-job training
Computer numerically controlled tool operators and programmers,51-9160,Summary,178.20,173.00,-5.10,-2.90,—,14.80,43010.00,—,—,—
Computer numerically controlled tool operators,51-9161,Line item,152.40,141.70,-10.70,-7.00,—,11.80,41200.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Computer numerically controlled tool programmers,51-9162,Line item,25.70,31.30,5.60,21.90,—,3.10,56450.00,Postsecondary nondegree award,None,Moderate-term on-the-job training
Miscellaneous production workers,51-9190,Summary,766.10,783.10,17.00,2.20,2.40,90.10,31070.00,—,—,—
Adhesive bonding machine operators and tenders,51-9191,Line item,14.00,13.70,-0.20,-1.80,0.60,1.40,34340.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Cleaning, washing, and metal pickling equipment operators and tenders",51-9192,Line item,16.30,16.50,0.20,1.40,—,2.30,31850.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Cooling and freezing equipment operators and tenders,51-9193,Line item,9.40,9.80,0.40,3.80,3.90,1.00,35290.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Etchers and engravers,51-9194,Line item,12.90,12.30,-0.60,-4.60,20.40,1.30,30620.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Molders, shapers, and casters, except metal and plastic",51-9195,Line item,49.40,46.40,-3.00,-6.10,8.80,4.40,34030.00,High school diploma or equivalent,None,Long-term on-the-job training
"Paper goods machine setters, operators, and tenders",51-9196,Line item,100.40,94.60,-5.70,-5.70,—,9.00,39210.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Tire builders,51-9197,Line item,21.00,21.10,0.10,0.50,—,1.90,46010.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Helpers--production workers,51-9198,Line item,304.20,325.00,20.80,6.80,0.60,44.10,29100.00,High school diploma or equivalent,None,Short-term on-the-job training
"Production workers, all other",51-9199,Line item,238.60,243.70,5.10,2.10,3.90,24.70,29800.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Transportation and material moving occupations,53-0000,Summary,13134.80,13583.60,448.90,3.40,4.10,1531.20,32440.00,—,—,—
Supervisors of transportation and material moving workers,53-1000,Summary,466.30,490.40,24.00,5.20,0.20,46.30,55040.00,—,—,—
Aircraft cargo handling supervisors,53-1041,Line item,9.60,10.20,0.50,5.40,—,1.00,53850.00,High school diploma or equivalent,Less than 5 years,None
"First-line supervisors of transportation and material-moving workers, except aircraft cargo handling supervisors",53-1047,Line item,456.70,480.20,23.50,5.10,0.20,45.30,55060.00,High school diploma or equivalent,Less than 5 years,None
Air transportation workers,53-2000,Summary,284.20,312.20,28.10,9.90,1.10,32.10,75760.00,—,—,—
Aircraft pilots and flight engineers,53-2010,Summary,127.10,133.30,6.10,4.80,2.50,12.70,121430.00,—,—,—
"Airline pilots, copilots, and flight engineers",53-2011,Line item,85.50,87.90,2.40,2.80,—,8.30,147220.00,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
Commercial pilots,53-2012,Line item,41.60,45.40,3.80,9.10,7.50,4.40,86080.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Air traffic controllers and airfield operations specialists,53-2020,Summary,35.20,36.00,0.80,2.30,—,2.90,93190.00,—,—,—
Air traffic controllers,53-2021,Line item,24.30,24.50,0.10,0.50,—,2.00,122990.00,Associate's degree,None,Long-term on-the-job training
Airfield operations specialists,53-2022,Line item,10.90,11.50,0.70,6.10,—,1.00,52650.00,High school diploma or equivalent,None,Long-term on-the-job training
Flight attendants,53-2031,Line item,121.90,143.00,21.10,17.30,0.00,16.50,56640.00,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Motor vehicle operators,53-3000,Summary,4689.20,4913.40,224.20,4.80,9.90,516.80,38550.00,—,—,—
"Ambulance drivers and attendants, except emergency medical technicians",53-3011,Line item,14.90,16.30,1.40,9.40,—,1.70,25890.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Driver/sales workers and truck drivers,53-3030,Summary,3535.90,3641.50,105.60,3.00,7.60,372.30,40310.00,—,—,—
Driver/sales workers,53-3031,Line item,487.40,501.90,14.50,3.00,7.60,51.30,25860.00,High school diploma or equivalent,None,Short-term on-the-job training
Heavy and tractor-trailer truck drivers,53-3032,Line item,2029.90,2060.50,30.60,1.50,7.60,209.20,45260.00,Postsecondary nondegree award,None,Short-term on-the-job training
Light truck drivers,53-3033,Line item,1018.60,1079.10,60.50,5.90,7.50,111.80,34730.00,High school diploma or equivalent,None,Short-term on-the-job training
Passenger vehicle drivers,53-3050,Summary,1076.70,1192.00,115.30,10.70,17.90,132.90,33300.00,—,—,—
"Bus drivers, transit and intercity",53-3052,Line item,223.40,244.20,20.80,9.30,14.80,28.90,43030.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Passenger vehicle drivers, except bus drivers, transit and intercity",53-3058,Line item,853.30,947.80,94.40,11.10,18.70,104.00,31340.00,No formal educational credential,None,Short-term on-the-job training
"Motor vehicle operators, all other",53-3099,Line item,61.70,63.60,1.90,3.10,6.10,9.90,32910.00,No formal educational credential,None,Short-term on-the-job training
Rail transportation workers,53-4000,Summary,90.90,88.80,-2.10,-2.30,1.10,7.10,64890.00,—,—,—
Locomotive engineers and operators,53-4010,Summary,32.60,31.30,-1.30,-4.00,1.40,2.30,65040.00,—,—,—
Locomotive engineers,53-4011,Line item,27.40,26.50,-1.00,-3.50,1.40,1.90,67090.00,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
"Rail yard engineers, dinkey operators, and hostlers",53-4013,Line item,5.20,4.90,-0.40,-6.80,1.10,0.30,49330.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Railroad brake, signal, and switch operators and locomotive firers",53-4022,Line item,9.10,8.60,-0.50,-5.50,1.30,0.70,60260.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Railroad conductors and yardmasters,53-4031,Line item,36.00,35.20,-0.80,-2.10,1.30,2.90,65990.00,High school diploma or equivalent,None,Moderate-term on-the-job training
